mscn_sol,JPL
mscn,164
lat,
lon,
mscn_area,113230.1435
CRI Filter,land
land_area,20850.9724
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,cmwe
106.5,11.433
129.5,11.139
227.5,6.518
258,5.824
288.5,7.267
319,6.319
349.5,7.483
380.5,8.989
410,7.705
439.5,8.352
470,7.842
495.5,8.784
561.5,4.992
592.5,3.107
623,3.115
653,3.455
684,4.133
714.5,5.538
736.5,5.468
777,5.044
805.5,5.068
836,6.881
866.5,6.51
897,6.378
927.5,4.245
958.5,2.661
989,1.294
1019.5,1.286
1050,1.92
1080.5,3.814
1111.5,3.659
1141,4.064
1170.5,6.154
1201,5.77
1231.5,6.102
1262,6.042
1292.5,3.47
1323.5,1.712
1354,0.218
1384.5,1.321
1415,1.071
1445.5,2.722
1476.5,2.318
1506,3.748
1535.5,3.582
1566,3.436
1596.5,3.999
1627,4.117
1657.5,2.743
1688.5,0.752
1719,-0.694
1749.5,0.348
1780,-0.309
1810.5,0.429
1841.5,0.577
1871,1.951
1900.5,1.387
1931,1.079
1961.5,2.486
1992,2.393
2022.5,-0.556
2053.5,-3.713
2084,-4.165
2114.5,-4.399
2145,-4.048
2175.5,-2.626
2206.5,-2.548
2236.5,-2.584
2266.5,-1.119
2297,-0.269
2327.5,-1.115
2358,-2.075
2388.5,-4.134
2419.5,-6.62
2450,-6.51
2480.5,-6.589
2511,-5.023
2541.5,-3.873
2572.5,-2.703
2602,-3.239
2631.5,-3.831
2662,-3.505
2692.5,-3.537
2723,-3.393
2753.5,-4.73
2784.5,-8.294
2815,-9.497
2845.5,-7.534
2876,-7.976
2906.5,-7.012
2937.5,-6.016
2967,-6.068
2996.5,-5.73
3027,-6.559
3057.5,-4.688
3088,-6.794
3118.5,-10.51
3149.5,-13.214
3180,-14.556
3210.5,-14.085
3241,-13.748
3269.5,-12.892
3335.5,-11.58
3361.5,-11.989
3392,-11.585
3422.5,-11.415
3485.5,-14.555
3514.5,-17.99
3545,-18.143
3575.5,-19.077
3591.5,-19.063
3652,-18.391
3667.5,-19.373
3697.5,-18.259
3727.5,-17.388
3746.5,-16.396
3819,-15.804
3849.5,-21.342
3880.5,-24.831
3908,-26.14
3974.5,-24.077
4002.5,-24.2
4033.5,-23.504
4062,-23.713
4128,-23.545
4153.5,-22.969
4184,-22.415
4214.5,-25.373
4306.5,-26.42
4337,-26.703
4367.5,-25.28
4391.5,-24.817
4457.5,-25.471
4488,-25.673
4518.5,-24.864
4546,-24.634
4610.5,-30.446
4641,-31.423
4671.5,-29.637
4703,-28.959
4769.5,-29.913
4793,-28.086
4822.5,-28.64
4853,-28.798
4864,-28.411
4943.5,-30.48
4975.5,-31.553
5004.5,-31.95
5104.5,-30.341
5128.5,-30.187
5157,-30.136
5188.5,-31.134
5253,-29.781
5280,-29.595
5309.5,-32.791
5346.5,-37.809
5444.5,-35.096
5471.5,-34.566
5499,-34.072
5568.5,-34.097
5592.5,-34.171
5610.5,-34.199
5640,-33.432
